Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2015Q1,S08000031,S08000024,,Upper GI,,352,,353,
2015Q1,S08000031,S08000024,,Urological,,1,,2,
2015Q1,S08000031,S08000024,,All Cancer Types,d,423,,424,
2015Q1,S08000031,S08000030,,Lymphoma,,1,,2,
2015Q1,S08000031,S08000030,,All Cancer Types,d,1,,2,
2015Q1,S08000031,S08000031,,Breast,,304,,297,
2015Q1,S08000031,S08000031,,Cervical,,13,,14,
2015Q1,S08000031,S08000031,,Colorectal,,145,,146,
2015Q1,S08000031,S08000031,,Head & Neck,,553,,536,
2015Q1,S08000031,S08000031,,Lung,,221,,223,
2015Q1,S08000031,S08000031,,Lymphoma,,545,,536,
2015Q1,S08000031,S08000031,,Melanoma,,471,,470,
2015Q1,S08000031,S08000031,,Ovarian,,148,,150,
2015Q1,S08000031,S08000031,,Upper GI,,32,,33,
2015Q1,S08000031,S08000031,,Urological,,254,,224,
2015Q1,S08000031,S08000031,,All Cancer Types,d,71,,73,
2015Q1,S08000031,S08000032,,Breast,,24,,25,
2015Q1,S08000031,S08000032,,All Cancer Types,d,24,,25,
2015Q1,S08000031,S92000003,d,Breast,,318,,309,
2015Q1,S08000031,S92000003,d,Cervical,,13,,14,
2015Q1,S08000031,S92000003,d,Colorectal,,145,,146,
2015Q1,S08000031,S92000003,d,Head & Neck,,556,,537,
2015Q1,S08000031,S92000003,d,Lung,,280,,283,
2015Q1,S08000031,S92000003,d,Lymphoma,,550,,537,
2015Q1,S08000031,S92000003,d,Melanoma,,471,,470,
2015Q1,S08000031,S92000003,d,Ovarian,,148,,150,
2015Q1,S08000031,S92000003,d,Upper GI,,40,,46,
2015Q1,S08000031,S92000003,d,Urological,,255,,225,
2015Q1,S08000031,S92000003,d,All Cancer Types,d,94,,95,
2015Q1,S08000031,SB0801,,Head & Neck,,1,,2,
2015Q1,S08000031,SB0801,,Lung,,455,,455,
2015Q1,S08000031,SB0801,,Upper GI,,1,,2,
2015Q1,S08000031,SB0801,,All Cancer Types,d,467,,462,
2015Q1,S08000032,S08000024,,Colorectal,,1,,2,
2015Q1,S08000032,S08000024,,Urological,,423,,265,
2015Q1,S08000032,S08000024,,All Cancer Types,d,483,,353,
2015Q1,S08000032,S08000031,,Cervical,,260,,265,
2015Q1,S08000032,S08000031,,Colorectal,,572,,562,
2015Q1,S08000032,S08000031,,Head & Neck,,53,,68,
2015Q1,S08000032,S08000031,,Lung,,346,,338,
2015Q1,S08000032,S08000031,,Lymphoma,,157,,158,
2015Q1,S08000032,S08000031,,Melanoma,,157,,158,
2015Q1,S08000032,S08000031,,Ovarian,,572,,562,
2015Q1,S08000032,S08000031,,Upper GI,,538,,527,
2015Q1,S08000032,S08000031,,Urological,,260,,158,
2015Q1,S08000032,S08000031,,All Cancer Types,d,568,,556,
2015Q1,S08000032,S08000032,,Breast,,531,,505,
2015Q1,S08000032,S08000032,,Cervical,,157,,158,
2015Q1,S08000032,S08000032,,Colorectal,,501,,492,
2015Q1,S08000032,S08000032,,Head & Neck,,105,,114,
2015Q1,S08000032,S08000032,,Lung,,489,,484,
2015Q1,S08000032,S08000032,,Lymphoma,,239,,243,
2015Q1,S08000032,S08000032,,Melanoma,,167,,159,
2015Q1,S08000032,S08000032,,Ovarian,,157,,158,
2015Q1,S08000032,S08000032,,Upper GI,,228,,232,
2015Q1,S08000032,S08000032,,Urological,,556,,528,
2015Q1,S08000032,S08000032,,All Cancer Types,d,342,,330,
2015Q1,S08000032,S92000003,d,Breast,,531,,505,
2015Q1,S08000032,S92000003,d,Cervical,,423,,424,
2015Q1,S08000032,S92000003,d,Colorectal,,524,,516,
2015Q1,S08000032,S92000003,d,Head & Neck,,261,,266,
2015Q1,S08000032,S92000003,d,Lung,,20,,20,
2015Q1,S08000032,S92000003,d,Lymphoma,,261,,266,
2015Q1,S08000032,S92000003,d,Melanoma,,188,,179,
2015Q1,S08000032,S92000003,d,Ovarian,,13,,14,
2015Q1,S08000032,S92000003,d,Upper GI,,310,,314,
2015Q1,S08000032,S92000003,d,Urological,,577,,548,
2015Q1,S08000032,S92000003,d,All Cancer Types,d,419,,406,
2015Q1,S08000032,SB0801,,Lung,,105,,114,
2015Q1,S08000032,SB0801,,All Cancer Types,d,105,,114,
2015Q2,S08000015,S08000015,,Breast,,579,,568,
2015Q2,S08000015,S08000015,,Cervical,,260,,265,
2015Q2,S08000015,S08000015,,Colorectal,,509,,497,
2015Q2,S08000015,S08000015,,Head & Neck,,177,,179,
2015Q2,S08000015,S08000015,,Lung,,381,,375,
2015Q2,S08000015,S08000015,,Lymphoma,,35,,38,
2015Q2,S08000015,S08000015,,Melanoma,,121,,129,
2015Q2,S08000015,S08000015,,Ovarian,,352,,353,
2015Q2,S08000015,S08000015,,Upper GI,,228,,232,
2015Q2,S08000015,S08000015,,Urological,,3,,4,
2015Q2,S08000015,S08000015,,All Cancer Types,d,349,,345,
2015Q2,S08000015,S08000017,,Breast,,260,,265,
2015Q2,S08000015,S08000017,,All Cancer Types,d,260,,265,
2015Q2,S08000015,S08000024,,Breast,,1,,2,
2015Q2,S08000015,S08000024,,Urological,,1,,2,
2015Q2,S08000015,S08000024,,All Cancer Types,d,157,,158,
2015Q2,S08000015,S08000031,,Breast,,1,,2,
2015Q2,S08000015,S08000031,,Cervical,,423,,424,
2015Q2,S08000015,S08000031,,Colorectal,,1,,2,
2015Q2,S08000015,S08000031,,Head & Neck,,2,,3,
2015Q2,S08000015,S08000031,,Lung,,13,,14,
2015Q2,S08000015,S08000031,,Melanoma,,352,,353,
2015Q2,S08000015,S08000031,,Ovarian,,423,,424,
2015Q2,S08000015,S08000031,,Upper GI,,2,,562,
2015Q2,S08000015,S08000031,,Urological,,260,,158,
2015Q2,S08000015,S08000031,,All Cancer Types,d,424,,408,
2015Q2,S08000015,S92000003,d,Breast,,593,,579,
2015Q2,S08000015,S92000003,d,Cervical,,538,,527,
2015Q2,S08000015,S92000003,d,Colorectal,,512,,498,
2015Q2,S08000015,S92000003,d,Head & Neck,,283,,288,
2015Q2,S08000015,S92000003,d,Lung,,501,,492,
2015Q2,S08000015,S92000003,d,Lymphoma,,35,,38,
2015Q2,S08000015,S92000003,d,Melanoma,,167,,168,
2015Q2,S08000015,S92000003,d,Ovarian,,572,,562,
2015Q2,S08000015,S92000003,d,Upper GI,,330,,323,
2015Q2,S08000015,S92000003,d,Urological,,7,,7,
2015Q2,S08000015,S92000003,d,All Cancer Types,d,392,,384,
2015Q2,S08000015,SB0801,,Lung,,2,,3,
2015Q2,S08000015,SB0801,,All Cancer Types,d,2,,3,
2015Q2,S08000016,S08000016,,Breast,,483,,479,
2015Q2,S08000016,S08000016,,Colorectal,,105,,114,
2015Q2,S08000016,S08000016,,Head & Neck,,157,,158,
2015Q2,S08000016,S08000016,,Lung,,24,,25,
2015Q2,S08000016,S08000016,,Lymphoma,,538,,527,
2015Q2,S08000016,S08000016,,Melanoma,,24,,25,
2015Q2,S08000016,S08000016,,Ovarian,,352,,353,
2015Q2,S08000016,S08000016,,Upper GI,,13,,14,
2015Q2,S08000016,S08000016,,Urological,,121,,129,
2015Q2,S08000016,S08000016,,All Cancer Types,d,562,,557,
2015Q2,S08000016,S08000024,,Breast,,1,,2,
2015Q2,S08000016,S08000024,,Colorectal,,483,,479,
2015Q2,S08000016,S08000024,,Head & Neck,,260,,265,
2015Q2,S08000016,S08000024,,Lung,,538,,527,
2015Q2,S08000016,S08000024,,Ovarian,,157,,158,
2015Q2,S08000016,S08000024,,Upper GI,,423,,424,
2015Q2,S08000016,S08000024,,Urological,,53,,25,
2015Q2,S08000016,S08000024,,All Cancer Types,d,346,,329,
2015Q2,S08000016,S92000003,d,Breast,,511,,504,
2015Q2,S08000016,S92000003,d,Colorectal,,177,,179,
2015Q2,S08000016,S92000003,d,Head & Neck,,423,,424,
2015Q2,S08000016,S92000003,d,Lung,,158,,159,
2015Q2,S08000016,S92000003,d,Lymphoma,,538,,527,
2015Q2,S08000016,S92000003,d,Melanoma,,24,,25,
2015Q2,S08000016,S92000003,d,Ovarian,,483,,479,
2015Q2,S08000016,S92000003,d,Upper GI,,105,,114,
2015Q2,S08000016,S92000003,d,Urological,,272,,254,
2015Q2,S08000016,S92000003,d,All Cancer Types,d,32,,31,
2015Q2,S08000017,S08000017,,Breast,,121,,129,
2015Q2,S08000017,S08000017,,Cervical,,1,,2,
2015Q2,S08000017,S08000017,,Colorectal,,228,,232,
2015Q2,S08000017,S08000017,,Head & Neck,,423,,424,
2015Q2,S08000017,S08000017,,Lung,,105,,114,
2015Q2,S08000017,S08000017,,Lymphoma,,538,,527,
2015Q2,S08000017,S08000017,,Melanoma,,35,,38,
2015Q2,S08000017,S08000017,,Ovarian,,423,,353,
2015Q2,S08000017,S08000017,,Upper GI,,53,,68,
2015Q2,S08000017,S08000017,,Urological,,272,,277,
2015Q2,S08000017,S08000017,,All Cancer Types,d,49,,53,
2015Q2,S08000017,S08000024,,Breast,,157,,158,
2015Q2,S08000017,S08000024,,Cervical,,157,,158,
2015Q2,S08000017,S08000024,,Colorectal,,157,,158,
2015Q2,S08000017,S08000024,,Head & Neck,,260,,265,
2015Q2,S08000017,S08000024,,Lung,,483,,479,
2015Q2,S08000017,S08000024,,Upper GI,,260,,265,
2015Q2,S08000017,S08000024,,Urological,,53,,504,
2015Q2,S08000017,S08000024,,All Cancer Types,d,283,,210,
2015Q2,S08000017,S08000031,,Head & Neck,,1,,2,
2015Q2,S08000017,S08000031,,Lymphoma,,1,,2,
2015Q2,S08000017,S08000031,,Upper GI,,1,,2,
2015Q2,S08000017,S08000031,,Urological,,1,,2,
2015Q2,S08000017,S08000031,,All Cancer Types,d,352,,353,
2015Q2,S08000017,S92000003,d,Breast,,148,,150,
2015Q2,S08000017,S92000003,d,Cervical,,260,,265,
2015Q2,S08000017,S92000003,d,Colorectal,,250,,254,
2015Q2,S08000017,S92000003,d,Head & Neck,,572,,562,
2015Q2,S08000017,S92000003,d,Lung,,209,,210,
2015Q2,S08000017,S92000003,d,Lymphoma,,572,,562,
2015Q2,S08000017,S92000003,d,Melanoma,,35,,38,
2015Q2,S08000017,S92000003,d,Ovarian,,423,,353,
2015Q2,S08000017,S92000003,d,Upper GI,,137,,140,
2015Q2,S08000017,S92000003,d,Urological,,394,,346,
2015Q2,S08000017,S92000003,d,All Cancer Types,d,132,,127,
2015Q2,S08000017,SB0801,,Lung,,260,,265,
2015Q2,S08000017,SB0801,,All Cancer Types,d,260,,265,
2015Q2,S08000019,S08000019,,Breast,,388,,382,
2015Q2,S08000019,S08000019,,Cervical,,1,,2,
2015Q2,S08000019,S08000019,,Colorectal,,400,,389,
2015Q2,S08000019,S08000019,,Head & Neck,,511,,504,
2015Q2,S08000019,S08000019,,Lung,,283,,288,
2015Q2,S08000019,S08000019,,Lymphoma,,105,,114,
2015Q2,S08000019,S08000019,,Melanoma,,158,,150,
2015Q2,S08000019,S08000019,,Ovarian,,260,,265,
2015Q2,S08000019,S08000019,,Upper GI,,177,,168,
2015Q2,S08000019,S08000019,,Urological,,524,,516,
2015Q2,S08000019,S08000019,,All Cancer Types,d,226,,227,
2015Q2,S08000019,S08000024,,Lung,,1,,2,
2015Q2,S08000019,S08000024,,Upper GI,,1,,2,
2015Q2,S08000019,S08000024,,All Cancer Types,d,157,,158,
2015Q2,S08000019,S08000031,,Breast,,1,,2,
2015Q2,S08000019,S08000031,,Cervical,,260,,265,
2015Q2,S08000019,S08000031,,Colorectal,,157,,158,
2015Q2,S08000019,S08000031,,Head & Neck,,423,,424,
2015Q2,S08000019,S08000031,,Lung,,2,,3,
2015Q2,S08000019,S08000031,,Lymphoma,,157,,158,
2015Q2,S08000019,S08000031,,Melanoma,,1,,2,
2015Q2,S08000019,S08000031,,Ovarian,,157,,158,
2015Q2,S08000019,S08000031,,Upper GI,,511,,504,
2015Q2,S08000019,S08000031,,Urological,,352,,265,
2015Q2,S08000019,S08000031,,All Cancer Types,d,330,,323,
2015Q2,S08000019,S08000032,,Head & Neck,,1,,2,
2015Q2,S08000019,S08000032,,All Cancer Types,d,1,,2,
2015Q2,S08000019,S92000003,d,Breast,,394,,389,
2015Q2,S08000019,S92000003,d,Cervical,,352,,353,
2015Q2,S08000019,S92000003,d,Colorectal,,415,,408,
2015Q2,S08000019,S92000003,d,Head & Neck,,35,,38,
2015Q2,S08000019,S92000003,d,Lung,,424,,425,
2015Q2,S08000019,S92000003,d,Lymphoma,,137,,140,
2015Q2,S08000019,S92000003,d,Melanoma,,167,,159,
2015Q2,S08000019,S92000003,d,Ovarian,,423,,424,
2015Q2,S08000019,S92000003,d,Upper GI,,261,,254,
2015Q2,S08000019,S92000003,d,Urological,,536,,525,
2015Q2,S08000019,S92000003,d,All Cancer Types,d,278,,279,
2015Q2,S08000019,SB0801,,Lung,,511,,504,
2015Q2,S08000019,SB0801,,All Cancer Types,d,511,,504,
2015Q2,S08000020,S08000020,,Breast,,22,,19,
2015Q2,S08000020,S08000020,,Cervical,,35,,25,
2015Q2,S08000020,S08000020,,Colorectal,,533,,515,
2015Q2,S08000020,S08000020,,Head & Neck,,148,,140,
2015Q2,S08000020,S08000020,,Lung,,568,,560,
2015Q2,S08000020,S08000020,,Lymphoma,,346,,323,
2015Q2,S08000020,S08000020,,Melanoma,,370,,357,
2015Q2,S08000020,S08000020,,Ovarian,,35,,25,
2015Q2,S08000020,S08000020,,Upper GI,,478,,474,
2015Q2,S08000020,S08000020,,Urological,,42,,12,
2015Q2,S08000020,S08000020,,All Cancer Types,d,486,,464,
2015Q2,S08000020,S08000022,,Head & Neck,,157,,158,
2015Q2,S08000020,S08000022,,All Cancer Types,d,157,,158,
2015Q2,S08000020,S08000026,,Urological,,1,,2,
2015Q2,S08000020,S08000026,,All Cancer Types,d,1,,2,
2015Q2,S08000020,S92000003,d,Breast,,22,,19,
2015Q2,S08000020,S92000003,d,Cervical,,35,,25,
2015Q2,S08000020,S92000003,d,Colorectal,,533,,515,
2015Q2,S08000020,S92000003,d,Head & Neck,,167,,159,
2015Q2,S08000020,S92000003,d,Lung,,568,,560,
2015Q2,S08000020,S92000003,d,Lymphoma,,346,,323,
2015Q2,S08000020,S92000003,d,Melanoma,,370,,357,
2015Q2,S08000020,S92000003,d,Ovarian,,35,,25,
2015Q2,S08000020,S92000003,d,Upper GI,,478,,474,
2015Q2,S08000020,S92000003,d,Urological,,44,,13,
2015Q2,S08000020,S92000003,d,All Cancer Types,d,488,,467,
2015Q2,S08000022,S08000020,,Lung,,1,,2,
2015Q2,S08000022,S08000020,,Ovarian,,157,,158,
2015Q2,S08000022,S08000020,,Urological,,260,,2,
2015Q2,S08000022,S08000020,,All Cancer Types,d,483,,353,
2015Q2,S08000022,S08000022,,Breast,,493,,476,
2015Q2,S08000022,S08000022,,Cervical,,157,,158,
2015Q2,S08000022,S08000022,,Colorectal,,447,,433,
2015Q2,S08000022,S08000022,,Head & Neck,,572,,562,
2015Q2,S08000022,S08000022,,Lung,,283,,277,
2015Q2,S08000022,S08000022,,Lymphoma,,572,,562,
2015Q2,S08000022,S08000022,,Melanoma,,572,,562,
2015Q2,S08000022,S08000022,,Ovarian,,511,,504,
2015Q2,S08000022,S08000022,,Upper GI,,400,,389,
2015Q2,S08000022,S08000022,,Urological,,440,,375,
2015Q2,S08000022,S08000022,,All Cancer Types,d,242,,229,
2015Q2,S08000022,S08000024,,Urological,,1,,2,
2015Q2,S08000022,S08000024,,All Cancer Types,d,1,,2,
2015Q2,S08000022,S08000028,,Breast,,157,,158,
2015Q2,S08000022,S08000028,,Upper GI,,1,,2,
2015Q2,S08000022,S08000028,,Urological,,1,,2,
2015Q2,S08000022,S08000028,,All Cancer Types,d,352,,353,
2015Q2,S08000022,S08000031,,Colorectal,,260,,265,
2015Q2,S08000022,S08000031,,Lung,,260,,265,
2015Q2,S08000022,S08000031,,Lymphoma,,1,,2,
2015Q2,S08000022,S08000031,,Melanoma,,157,,158,
2015Q2,S08000022,S08000031,,Upper GI,,1,,2,
2015Q2,S08000022,S08000031,,Urological,,157,,2,
2015Q2,S08000022,S08000031,,All Cancer Types,d,24,,14,
2015Q2,S08000022,S92000003,d,Breast,,500,,484,
2015Q2,S08000022,S92000003,d,Cervical,,157,,158,
2015Q2,S08000022,S92000003,d,Colorectal,,467,,455,
2015Q2,S08000022,S92000003,d,Head & Neck,,572,,562,
2015Q2,S08000022,S92000003,d,Lung,,337,,329,
2015Q2,S08000022,S92000003,d,Lymphoma,,2,,3,
2015Q2,S08000022,S92000003,d,Melanoma,,13,,14,
2015Q2,S08000022,S92000003,d,Ovarian,,572,,562,
2015Q2,S08000022,S92000003,d,Upper GI,,415,,408,
2015Q2,S08000022,S92000003,d,Urological,,478,,408,
2015Q2,S08000022,S92000003,d,All Cancer Types,d,269,,253,
2015Q2,S08000022,SB0801,,Lung,,157,,158,
2015Q2,S08000022,SB0801,,All Cancer Types,d,157,,158,
2015Q2,S08000024,S08000016,,Breast,,1,,2,
2015Q2,S08000024,S08000016,,All Cancer Types,d,1,,2,
2015Q2,S08000024,S08000019,,Breast,,157,,158,
2015Q2,S08000024,S08000019,,All Cancer Types,d,157,,158,
2015Q2,S08000024,S08000024,,Breast,,199,,200,
2015Q2,S08000024,S08000024,,Cervical,,53,,68,
2015Q2,S08000024,S08000024,,Colorectal,,573,,542,
2015Q2,S08000024,S08000024,,Head & Neck,,381,,375,
2015Q2,S08000024,S08000024,,Lung,,30,,31,
2015Q2,S08000024,S08000024,,Lymphoma,,388,,382,
2015Q2,S08000024,S08000024,,Melanoma,,455,,455,
2015Q2,S08000024,S08000024,,Ovarian,,53,,68,
2015Q2,S08000024,S08000024,,Upper GI,,424,,417,
2015Q2,S08000024,S08000024,,Urological,,78,,46,
2015Q2,S08000024,S08000024,,All Cancer Types,d,548,,529,
2015Q2,S08000024,S08000029,,Breast,,260,,265,
2015Q2,S08000024,S08000029,,All Cancer Types,d,260,,265,
2015Q2,S08000024,S92000003,d,Breast,,205,,206,
2015Q2,S08000024,S92000003,d,Cervical,,53,,68,
2015Q2,S08000024,S92000003,d,Colorectal,,573,,542,
2015Q2,S08000024,S92000003,d,Head & Neck,,381,,375,
2015Q2,S08000024,S92000003,d,Lung,,30,,31,
2015Q2,S08000024,S92000003,d,Lymphoma,,388,,382,
2015Q2,S08000024,S92000003,d,Melanoma,,455,,455,
2015Q2,S08000024,S92000003,d,Ovarian,,53,,68,
2015Q2,S08000024,S92000003,d,Upper GI,,424,,417,
2015Q2,S08000024,S92000003,d,Urological,,78,,46,
2015Q2,S08000024,S92000003,d,All Cancer Types,d,552,,532,
2015Q2,S08000025,S08000020,,Breast,,1,,2,
2015Q2,S08000025,S08000020,,Colorectal,,1,,2,
2015Q2,S08000025,S08000020,,Lung,,1,,2,
2015Q2,S08000025,S08000020,,All Cancer Types,d,260,,265,
2015Q2,S08000025,S08000025,,Colorectal,,260,,265,
2015Q2,S08000025,S08000025,,Lymphoma,,1,,2,
2015Q2,S08000025,S08000025,,Upper GI,,1,,2,
2015Q2,S08000025,S08000025,,All Cancer Types,d,423,,424,
2015Q2,S08000025,S92000003,d,Breast,,1,,2,
2015Q2,S08000025,S92000003,d,Colorectal,,352,,353,
2015Q2,S08000025,S92000003,d,Lung,,1,,2,
2015Q2,S08000025,S92000003,d,Lymphoma,,1,,2,
2015Q2,S08000025,S92000003,d,Upper GI,,1,,2,
2015Q2,S08000025,S92000003,d,All Cancer Types,d,538,,527,
2015Q2,S08000026,S08000020,,Lymphoma,,1,,2,
2015Q2,S08000026,S08000020,,Melanoma,,1,,2,
2015Q2,S08000026,S08000020,,Upper GI,,1,,2,
2015Q2,S08000026,S08000020,,All Cancer Types,d,260,,265,
2015Q2,S08000026,S08000026,,Breast,,352,,353,
2015Q2,S08000026,S08000026,,Lung,,1,,2,
2015Q2,S08000026,S08000026,,Melanoma,,260,,265,
2015Q2,S08000026,S08000026,,Ovarian,,1,,2,
2015Q2,S08000026,S08000026,,Upper GI,,1,,2,
2015Q2,S08000026,S08000026,,Urological,,352,,353,
2015Q2,S08000026,S08000026,,All Cancer Types,d,53,,68,
2015Q2,S08000026,S92000003,d,Breast,,352,,353,
2015Q2,S08000026,S92000003,d,Lung,,1,,2,
2015Q2,S08000026,S92000003,d,Lymphoma,,1,,2,
2015Q2,S08000026,S92000003,d,Melanoma,,352,,353,
2015Q2,S08000026,S92000003,d,Ovarian,,1,,2,
2015Q2,S08000026,S92000003,d,Upper GI,,157,,158,
2015Q2,S08000026,S92000003,d,Urological,,352,,353,
2015Q2,S08000026,S92000003,d,All Cancer Types,d,121,,129,
2015Q2,S08000028,S08000022,,Colorectal,,260,,158,
2015Q2,S08000028,S08000022,,Head & Neck,,1,,2,
2015Q2,S08000028,S08000022,,Lung,,260,,265,
2015Q2,S08000028,S08000022,,Upper GI,,1,,2,
2015Q2,S08000028,S08000022,,All Cancer Types,d,538,,504,
2015Q2,S08000028,S08000028,,Head & Neck,,1,,2,
2015Q2,S08000028,S08000028,,Lung,,260,,265,
2015Q2,S08000028,S08000028,,Melanoma,,157,,158,
2015Q2,S08000028,S08000028,,Upper GI,,260,,265,
2015Q2,S08000028,S08000028,,Urological,,1,,2,
2015Q2,S08000028,S08000028,,All Cancer Types,d,2,,3,
2015Q2,S08000028,S08000031,,Head & Neck,,157,,2,
2015Q2,S08000028,S08000031,,Ovarian,,157,,158,
2015Q2,S08000028,S08000031,,All Cancer Types,d,352,,265,
2015Q2,S08000028,S92000003,d,Colorectal,,260,,158,
2015Q2,S08000028,S92000003,d,Head & Neck,,352,,265,
2015Q2,S08000028,S92000003,d,Lung,,538,,527,
2015Q2,S08000028,S92000003,d,Melanoma,,157,,158,
2015Q2,S08000028,S92000003,d,Ovarian,,157,,158,
2015Q2,S08000028,S92000003,d,Upper GI,,352,,353,
2015Q2,S08000028,S92000003,d,Urological,,1,,2,
2015Q2,S08000028,S92000003,d,All Cancer Types,d,198,,179,
2015Q2,S08000028,SB0801,,Lung,,157,,158,
2015Q2,S08000028,SB0801,,All Cancer Types,d,157,,158,
2015Q2,S08000029,S08000024,,Cervical,,1,,2,
2015Q2,S08000029,S08000024,,Colorectal,,352,,353,
2015Q2,S08000029,S08000024,,Head & Neck,,24,,25,
2015Q2,S08000029,S08000024,,Lung,,218,,221,
2015Q2,S08000029,S08000024,,Lymphoma,,1,,2,
2015Q2,S08000029,S08000024,,Ovarian,,1,,2,
2015Q2,S08000029,S08000024,,Upper GI,,572,,562,
2015Q2,S08000029,S08000024,,Urological,,483,,424,
2015Q2,S08000029,S08000024,,All Cancer Types,d,484,,476,
2015Q2,S08000029,S08000029,,Breast,,272,,277,
2015Q2,S08000029,S08000029,,Cervical,,260,,265,
2015Q2,S08000029,S08000029,,Colorectal,,394,,389,
2015Q2,S08000029,S08000029,,Head & Neck,,352,,353,
2015Q2,S08000029,S08000029,,Lung,,394,,389,
2015Q2,S08000029,S08000029,,Lymphoma,,105,,114,
2015Q2,S08000029,S08000029,,Melanoma,,13,,14,
2015Q2,S08000029,S08000029,,Ovarian,,511,,504,
2015Q2,S08000029,S08000029,,Upper GI,,137,,140,
2015Q2,S08000029,S08000029,,Urological,,514,,497,
2015Q2,S08000029,S08000029,,All Cancer Types,d,213,,209,
2015Q2,S08000029,S08000030,,Lung,,1,,2,
2015Q2,S08000029,S08000030,,Melanoma,,157,,2,
2015Q2,S08000029,S08000030,,Urological,,260,,265,
2015Q2,S08000029,S08000030,,All Cancer Types,d,483,,424,
2015Q2,S08000029,S92000003,d,Breast,,272,,277,
2015Q2,S08000029,S92000003,d,Cervical,,352,,353,
2015Q2,S08000029,S92000003,d,Colorectal,,424,,425,
2015Q2,S08000029,S92000003,d,Head & Neck,,105,,114,
2015Q2,S08000029,S92000003,d,Lung,,520,,513,
2015Q2,S08000029,S92000003,d,Lymphoma,,121,,129,
2015Q2,S08000029,S92000003,d,Melanoma,,35,,25,
2015Q2,S08000029,S92000003,d,Ovarian,,538,,527,
2015Q2,S08000029,S92000003,d,Upper GI,,228,,232,
2015Q2,S08000029,S92000003,d,Urological,,539,,516,
2015Q2,S08000029,S92000003,d,All Cancer Types,d,282,,281,
2015Q2,S08000030,S08000020,,Lung,,157,,2,
2015Q2,S08000030,S08000020,,All Cancer Types,d,157,,2,
2015Q2,S08000030,S08000024,,Lung,,157,,158,
2015Q2,S08000030,S08000024,,Upper GI,,1,,2,
2015Q2,S08000030,S08000024,,All Cancer Types,d,260,,265,
2015Q2,S08000030,S08000030,,Breast,,3,,581,
2015Q2,S08000030,S08000030,,Cervical,,511,,504,
2015Q2,S08000030,S08000030,,Colorectal,,512,,505,
2015Q2,S08000030,S08000030,,Head & Neck,,239,,210,
2015Q2,S08000030,S08000030,,Lung,,545,,525,
2015Q2,S08000030,S08000030,,Lymphoma,,148,,150,
2015Q2,S08000030,S08000030,,Melanoma,,330,,329,
2015Q2,S08000030,S08000030,,Ovarian,,423,,424,
2015Q2,S08000030,S08000030,,Upper GI,,455,,455,
2015Q2,S08000030,S08000030,,Urological,,10,,580,
2015Q2,S08000030,S08000030,,All Cancer Types,d,430,,420,
2015Q2,S08000030,S92000003,d,Breast,,3,,581,
2015Q2,S08000030,S92000003,d,Cervical,,511,,504,
2015Q2,S08000030,S92000003,d,Colorectal,,512,,505,
2015Q2,S08000030,S92000003,d,Head & Neck,,239,,210,
2015Q2,S08000030,S92000003,d,Lung,,558,,534,
2015Q2,S08000030,S92000003,d,Lymphoma,,148,,150,
2015Q2,S08000030,S92000003,d,Melanoma,,330,,329,
2015Q2,S08000030,S92000003,d,Ovarian,,423,,424,
2015Q2,S08000030,S92000003,d,Upper GI,,461,,459,
2015Q2,S08000030,S92000003,d,Urological,,10,,580,
2015Q2,S08000030,S92000003,d,All Cancer Types,d,436,,423,
2015Q2,S08000031,S08000024,,Upper GI,,423,,353,
2015Q2,S08000031,S08000024,,Urological,,1,,2,
2015Q2,S08000031,S08000024,,All Cancer Types,d,483,,424,
2015Q2,S08000031,S08000031,,Breast,,252,,230,
2015Q2,S08000031,S08000031,,Cervical,,35,,38,
2015Q2,S08000031,S08000031,,Colorectal,,140,,141,
2015Q2,S08000031,S08000031,,Head & Neck,,573,,553,
2015Q2,S08000031,S08000031,,Lung,,224,,225,
2015Q2,S08000031,S08000031,,Lymphoma,,474,,474,
2015Q2,S08000031,S08000031,,Melanoma,,558,,553,
2015Q2,S08000031,S08000031,,Ovarian,,250,,254,
2015Q2,S08000031,S08000031,,Upper GI,,25,,22,
2015Q2,S08000031,S08000031,,Urological,,227,,198,
2015Q2,S08000031,S08000031,,All Cancer Types,d,54,,48,
2015Q2,S08000031,S08000032,,Breast,,538,,527,
2015Q2,S08000031,S08000032,,All Cancer Types,d,538,,527,
2015Q2,S08000031,S92000003,d,Breast,,259,,239,
2015Q2,S08000031,S92000003,d,Cervical,,35,,38,
2015Q2,S08000031,S92000003,d,Colorectal,,140,,141,
2015Q2,S08000031,S92000003,d,Head & Neck,,573,,553,
2015Q2,S08000031,S92000003,d,Lung,,285,,286,
2015Q2,S08000031,S92000003,d,Lymphoma,,474,,474,
2015Q2,S08000031,S92000003,d,Melanoma,,558,,553,
2015Q2,S08000031,S92000003,d,Ovarian,,250,,254,
2015Q2,S08000031,S92000003,d,Upper GI,,30,,27,
2015Q2,S08000031,S92000003,d,Urological,,229,,200,
2015Q2,S08000031,S92000003,d,All Cancer Types,d,74,,71,
2015Q2,S08000031,SB0801,,Lung,,461,,459,
2015Q2,S08000031,SB0801,,All Cancer Types,d,461,,459,
