Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2013Q4,S08000032,,S08000031,Head & Neck,,113,,109,
2013Q4,S08000032,,S08000031,Lung,,2,,3,
2013Q4,S08000032,,S08000031,Melanoma,,203,,203,
2013Q4,S08000032,,S08000031,Ovarian,,368,,369,
2013Q4,S08000032,,S08000031,Urological,,1,,2,
2013Q4,S08000032,,S08000031,All Cancer Types,d,219,,211,
2013Q4,S08000032,,S08000032,Breast,,287,,283,
2013Q4,S08000032,,S08000032,Cervical,,113,,109,
2013Q4,S08000032,,S08000032,Colorectal,,285,,276,
2013Q4,S08000032,,S08000032,Head & Neck,,368,,369,
2013Q4,S08000032,,S08000032,Lung,,156,,143,
2013Q4,S08000032,,S08000032,Lymphoma,,17,,14,
2013Q4,S08000032,,S08000032,Melanoma,,70,,45,
2013Q4,S08000032,,S08000032,Upper GI,,156,,143,
2013Q4,S08000032,,S08000032,Urological,,166,,161,
2013Q4,S08000032,,S08000032,All Cancer Types,d,126,,117,
2013Q4,S08000032,,SB0801,Lung,,316,,240,
2013Q4,S08000032,,SB0801,All Cancer Types,d,316,,240,
2013Q4,S92000003,d,S08000015,Breast,,369,,370,
2013Q4,S92000003,d,S08000015,Colorectal,,248,,234,
2013Q4,S92000003,d,S08000015,Head & Neck,,252,,240,
2013Q4,S92000003,d,S08000015,Lung,,310,,302,
2013Q4,S92000003,d,S08000015,Lymphoma,,203,,203,
2013Q4,S92000003,d,S08000015,Melanoma,,340,,331,
2013Q4,S92000003,d,S08000015,Ovarian,,284,,279,
2013Q4,S92000003,d,S08000015,Upper GI,,17,,14,
2013Q4,S92000003,d,S08000015,Urological,,263,,238,
2013Q4,S92000003,d,S08000015,All Cancer Types,d,167,,158,
2013Q4,S92000003,d,S08000016,Breast,,17,,14,
2013Q4,S92000003,d,S08000016,Cervical,,203,,203,
2013Q4,S92000003,d,S08000016,Colorectal,,39,,34,
2013Q4,S92000003,d,S08000016,Head & Neck,,113,,2,
2013Q4,S92000003,d,S08000016,Lung,,17,,14,
2013Q4,S92000003,d,S08000016,Lymphoma,,113,,109,
2013Q4,S92000003,d,S08000016,Melanoma,,203,,203,
2013Q4,S92000003,d,S08000016,Ovarian,,252,,240,
2013Q4,S92000003,d,S08000016,Upper GI,,2,,3,
2013Q4,S92000003,d,S08000016,Urological,,29,,24,
2013Q4,S92000003,d,S08000016,All Cancer Types,d,345,,332,
2013Q4,S92000003,d,S08000017,Breast,,340,,331,
2013Q4,S92000003,d,S08000017,Colorectal,,2,,3,
2013Q4,S92000003,d,S08000017,Head & Neck,,1,,2,
2013Q4,S92000003,d,S08000017,Lung,,396,,388,
2013Q4,S92000003,d,S08000017,Lymphoma,,113,,109,
2013Q4,S92000003,d,S08000017,Melanoma,,203,,203,
2013Q4,S92000003,d,S08000017,Ovarian,,113,,109,
2013Q4,S92000003,d,S08000017,Upper GI,,340,,331,
2013Q4,S92000003,d,S08000017,Urological,,2,,3,
2013Q4,S92000003,d,S08000017,All Cancer Types,d,287,,283,
2013Q4,S92000003,d,S08000019,Breast,,285,,280,
2013Q4,S92000003,d,S08000019,Cervical,,113,,109,
2013Q4,S92000003,d,S08000019,Colorectal,,48,,45,
2013Q4,S92000003,d,S08000019,Head & Neck,,252,,203,
2013Q4,S92000003,d,S08000019,Lung,,185,,180,
2013Q4,S92000003,d,S08000019,Lymphoma,,316,,306,
2013Q4,S92000003,d,S08000019,Melanoma,,340,,240,
2013Q4,S92000003,d,S08000019,Ovarian,,113,,109,
2013Q4,S92000003,d,S08000019,Upper GI,,135,,121,
2013Q4,S92000003,d,S08000019,Urological,,219,,204,
2013Q4,S92000003,d,S08000019,All Cancer Types,d,77,,66,
2013Q4,S92000003,d,S08000020,Breast,,409,,393,
2013Q4,S92000003,d,S08000020,Cervical,,113,,109,
2013Q4,S92000003,d,S08000020,Colorectal,,271,,243,
2013Q4,S92000003,d,S08000020,Head & Neck,,368,,369,
2013Q4,S92000003,d,S08000020,Lung,,329,,307,
2013Q4,S92000003,d,S08000020,Lymphoma,,48,,14,
2013Q4,S92000003,d,S08000020,Melanoma,,17,,306,
2013Q4,S92000003,d,S08000020,Ovarian,,2,,331,
2013Q4,S92000003,d,S08000020,Upper GI,,248,,238,
2013Q4,S92000003,d,S08000020,Urological,,253,,233,
2013Q4,S92000003,d,S08000020,All Cancer Types,d,225,,208,
2013Q4,S92000003,d,S08000022,Breast,,294,,290,
2013Q4,S92000003,d,S08000022,Cervical,,203,,203,
2013Q4,S92000003,d,S08000022,Colorectal,,124,,88,
2013Q4,S92000003,d,S08000022,Head & Neck,,316,,306,
2013Q4,S92000003,d,S08000022,Lung,,253,,233,
2013Q4,S92000003,d,S08000022,Lymphoma,,284,,279,
2013Q4,S92000003,d,S08000022,Melanoma,,368,,369,
2013Q4,S92000003,d,S08000022,Ovarian,,113,,109,
2013Q4,S92000003,d,S08000022,Upper GI,,70,,67,
2013Q4,S92000003,d,S08000022,Urological,,59,,34,
2013Q4,S92000003,d,S08000022,All Cancer Types,d,80,,69,
2013Q4,S92000003,d,S08000024,Breast,,88,,85,
2013Q4,S92000003,d,S08000024,Cervical,,91,,78,
2013Q4,S92000003,d,S08000024,Colorectal,,15,,8,
2013Q4,S92000003,d,S08000024,Head & Neck,,124,,99,
2013Q4,S92000003,d,S08000024,Lung,,3,,375,
2013Q4,S92000003,d,S08000024,Lymphoma,,156,,110,
2013Q4,S92000003,d,S08000024,Melanoma,,91,,78,
2013Q4,S92000003,d,S08000024,Ovarian,,17,,14,
2013Q4,S92000003,d,S08000024,Upper GI,,281,,267,
2013Q4,S92000003,d,S08000024,Urological,,363,,363,
2013Q4,S92000003,d,S08000024,All Cancer Types,d,319,,300,
2013Q4,S92000003,d,S08000025,Colorectal,,1,,2,
2013Q4,S92000003,d,S08000025,Urological,,113,,109,
2013Q4,S92000003,d,S08000025,All Cancer Types,d,203,,203,
2013Q4,S92000003,d,S08000026,Breast,,113,,109,
2013Q4,S92000003,d,S08000026,Colorectal,,252,,240,
2013Q4,S92000003,d,S08000026,Upper GI,,113,,109,
2013Q4,S92000003,d,S08000026,Urological,,252,,240,
2013Q4,S92000003,d,S08000026,All Cancer Types,d,29,,24,
2013Q4,S92000003,d,S08000028,Colorectal,,252,,240,
2013Q4,S92000003,d,S08000028,Lung,,1,,2,
2013Q4,S92000003,d,S08000028,Lymphoma,,1,,2,
2013Q4,S92000003,d,S08000028,Melanoma,,1,,2,
2013Q4,S92000003,d,S08000028,Upper GI,,1,,2,
2013Q4,S92000003,d,S08000028,All Cancer Types,d,368,,369,
2013Q4,S92000003,d,S08000029,Breast,,102,,99,
2013Q4,S92000003,d,S08000029,Colorectal,,145,,132,
2013Q4,S92000003,d,S08000029,Head & Neck,,1,,2,
2013Q4,S92000003,d,S08000029,Lung,,211,,204,
2013Q4,S92000003,d,S08000029,Melanoma,,113,,109,
2013Q4,S92000003,d,S08000029,Ovarian,,1,,2,
2013Q4,S92000003,d,S08000029,Upper GI,,59,,56,
2013Q4,S92000003,d,S08000029,Urological,,166,,143,
2013Q4,S92000003,d,S08000029,All Cancer Types,d,26,,18,
2013Q4,S92000003,d,S08000030,Breast,,292,,276,
2013Q4,S92000003,d,S08000030,Cervical,,284,,240,
2013Q4,S92000003,d,S08000030,Colorectal,,261,,233,
2013Q4,S92000003,d,S08000030,Head & Neck,,340,,279,
2013Q4,S92000003,d,S08000030,Lung,,261,,231,
2013Q4,S92000003,d,S08000030,Lymphoma,,1,,2,
2013Q4,S92000003,d,S08000030,Melanoma,,340,,331,
2013Q4,S92000003,d,S08000030,Ovarian,,252,,240,
2013Q4,S92000003,d,S08000030,Upper GI,,185,,161,
2013Q4,S92000003,d,S08000030,Urological,,211,,195,
2013Q4,S92000003,d,S08000030,All Cancer Types,d,133,,107,
2013Q4,S92000003,d,S08000031,Breast,,168,,159,
2013Q4,S92000003,d,S08000031,Cervical,,396,,388,
2013Q4,S92000003,d,S08000031,Colorectal,,404,,380,
2013Q4,S92000003,d,S08000031,Head & Neck,,306,,283,
2013Q4,S92000003,d,S08000031,Lung,,77,,62,
2013Q4,S92000003,d,S08000031,Lymphoma,,166,,153,
2013Q4,S92000003,d,S08000031,Melanoma,,114,,110,
2013Q4,S92000003,d,S08000031,Ovarian,,145,,143,
2013Q4,S92000003,d,S08000031,Upper GI,,359,,335,
2013Q4,S92000003,d,S08000031,Urological,,19,,4,
2013Q4,S92000003,d,S08000031,All Cancer Types,d,380,,365,
2013Q4,S92000003,d,S08000032,Breast,,317,,307,
2013Q4,S92000003,d,S08000032,Cervical,,113,,109,
2013Q4,S92000003,d,S08000032,Colorectal,,285,,276,
2013Q4,S92000003,d,S08000032,Head & Neck,,368,,369,
2013Q4,S92000003,d,S08000032,Lung,,156,,143,
2013Q4,S92000003,d,S08000032,Lymphoma,,17,,14,
2013Q4,S92000003,d,S08000032,Melanoma,,70,,45,
2013Q4,S92000003,d,S08000032,Upper GI,,156,,143,
2013Q4,S92000003,d,S08000032,Urological,,166,,161,
2013Q4,S92000003,d,S08000032,All Cancer Types,d,136,,127,
2013Q4,S92000003,d,SB0801,Lung,,240,,204,
2013Q4,S92000003,d,SB0801,Urological,,1,,2,
2013Q4,S92000003,d,SB0801,All Cancer Types,d,243,,211,
2014Q1,S08000015,,S08000015,Breast,,334,,322,
2014Q1,S08000015,,S08000015,Cervical,,203,,203,
2014Q1,S08000015,,S08000015,Colorectal,,219,,217,
2014Q1,S08000015,,S08000015,Head & Neck,,340,,331,
2014Q1,S08000015,,S08000015,Lung,,269,,258,
2014Q1,S08000015,,S08000015,Lymphoma,,252,,240,
2014Q1,S08000015,,S08000015,Melanoma,,284,,279,
2014Q1,S08000015,,S08000015,Ovarian,,1,,2,
2014Q1,S08000015,,S08000015,Upper GI,,114,,99,
2014Q1,S08000015,,S08000015,Urological,,175,,153,
2014Q1,S08000015,,S08000015,All Cancer Types,d,125,,118,
2014Q1,S08000015,,S08000017,Breast,,113,,109,
2014Q1,S08000015,,S08000017,All Cancer Types,d,113,,109,
2014Q1,S08000015,,S08000031,Breast,,113,,109,
2014Q1,S08000015,,S08000031,Cervical,,1,,2,
2014Q1,S08000015,,S08000031,Head & Neck,,1,,1,
2014Q1,S08000015,,S08000031,Lung,,70,,56,
2014Q1,S08000015,,S08000031,Melanoma,,1,,2,
2014Q1,S08000015,,S08000031,Ovarian,,340,,306,
2014Q1,S08000015,,S08000031,Upper GI,,203,,203,
2014Q1,S08000015,,S08000031,Urological,,203,,1,
2014Q1,S08000015,,S08000031,All Cancer Types,d,228,,187,
2014Q1,S08000015,,SB0801,Lung,,316,,240,
2014Q1,S08000015,,SB0801,All Cancer Types,d,316,,240,
2014Q1,S08000016,,S08000015,Colorectal,,1,,2,
2014Q1,S08000016,,S08000015,All Cancer Types,d,1,,2,
2014Q1,S08000016,,S08000016,Breast,,252,,240,
2014Q1,S08000016,,S08000016,Colorectal,,17,,14,
2014Q1,S08000016,,S08000016,Lung,,316,,306,
2014Q1,S08000016,,S08000016,Lymphoma,,203,,203,
2014Q1,S08000016,,S08000016,Melanoma,,203,,203,
2014Q1,S08000016,,S08000016,Ovarian,,252,,240,
2014Q1,S08000016,,S08000016,Upper GI,,252,,240,
2014Q1,S08000016,,S08000016,Urological,,368,,331,
2014Q1,S08000016,,S08000016,All Cancer Types,d,263,,246,
2014Q1,S08000016,,S08000024,Colorectal,,203,,203,
2014Q1,S08000016,,S08000024,Head & Neck,,1,,2,
2014Q1,S08000016,,S08000024,Lung,,316,,306,
2014Q1,S08000016,,S08000024,Melanoma,,1,,2,
2014Q1,S08000016,,S08000024,Upper GI,,252,,240,
2014Q1,S08000016,,S08000024,Urological,,113,,2,
2014Q1,S08000016,,S08000024,All Cancer Types,d,81,,67,
2014Q1,S08000017,,S08000017,Breast,,17,,14,
2014Q1,S08000017,,S08000017,Cervical,,1,,2,
2014Q1,S08000017,,S08000017,Colorectal,,2,,3,
2014Q1,S08000017,,S08000017,Lung,,203,,203,
2014Q1,S08000017,,S08000017,Lymphoma,,252,,240,
2014Q1,S08000017,,S08000017,Melanoma,,252,,240,
2014Q1,S08000017,,S08000017,Upper GI,,48,,45,
2014Q1,S08000017,,S08000017,Urological,,48,,45,
2014Q1,S08000017,,S08000017,All Cancer Types,d,320,,308,
2014Q1,S08000017,,S08000024,Cervical,,1,,2,
2014Q1,S08000017,,S08000024,Head & Neck,,1,,2,
2014Q1,S08000017,,S08000024,Lung,,368,,369,
2014Q1,S08000017,,S08000024,Ovarian,,1,,2,
2014Q1,S08000017,,S08000024,Upper GI,,203,,203,
2014Q1,S08000017,,S08000024,Urological,,284,,109,
2014Q1,S08000017,,S08000024,All Cancer Types,d,102,,67,
2014Q1,S08000017,,S08000031,Head & Neck,,1,,2,
2014Q1,S08000017,,S08000031,All Cancer Types,d,1,,2,
2014Q1,S08000019,,S08000019,Breast,,211,,211,
2014Q1,S08000019,,S08000019,Cervical,,1,,2,
2014Q1,S08000019,,S08000019,Colorectal,,166,,110,
2014Q1,S08000019,,S08000019,Head & Neck,,203,,203,
2014Q1,S08000019,,S08000019,Lung,,114,,110,
2014Q1,S08000019,,S08000019,Lymphoma,,203,,203,
2014Q1,S08000019,,S08000019,Melanoma,,252,,203,
2014Q1,S08000019,,S08000019,Ovarian,,1,,1,
2014Q1,S08000019,,S08000019,Upper GI,,2,,3,
2014Q1,S08000019,,S08000019,Urological,,233,,187,
2014Q1,S08000019,,S08000019,All Cancer Types,d,42,,23,
2014Q1,S08000019,,S08000031,Breast,,1,,2,
2014Q1,S08000019,,S08000031,Colorectal,,17,,306,
2014Q1,S08000019,,S08000031,Head & Neck,,284,,279,
2014Q1,S08000019,,S08000031,Lung,,368,,306,
2014Q1,S08000019,,S08000031,Lymphoma,,1,,2,
2014Q1,S08000019,,S08000031,Ovarian,,284,,279,
2014Q1,S08000019,,S08000031,Upper GI,,113,,109,
2014Q1,S08000019,,S08000031,Urological,,316,,279,
2014Q1,S08000019,,S08000031,All Cancer Types,d,248,,211,
2014Q1,S08000019,,SB0801,Lung,,252,,240,
2014Q1,S08000019,,SB0801,All Cancer Types,d,252,,240,
2014Q1,S08000020,,S08000020,Breast,,363,,354,
2014Q1,S08000020,,S08000020,Cervical,,316,,306,
2014Q1,S08000020,,S08000020,Colorectal,,248,,204,
2014Q1,S08000020,,S08000020,Head & Neck,,340,,203,
2014Q1,S08000020,,S08000020,Lung,,329,,308,
2014Q1,S08000020,,S08000020,Lymphoma,,340,,331,
2014Q1,S08000020,,S08000020,Melanoma,,48,,3,
2014Q1,S08000020,,S08000020,Ovarian,,252,,203,
2014Q1,S08000020,,S08000020,Upper GI,,265,,246,
2014Q1,S08000020,,S08000020,Urological,,223,,78,
2014Q1,S08000020,,S08000020,All Cancer Types,d,202,,167,
2014Q1,S08000022,,S08000019,Breast,,1,,2,
2014Q1,S08000022,,S08000019,All Cancer Types,d,1,,2,
2014Q1,S08000022,,S08000020,Lung,,113,,109,
2014Q1,S08000022,,S08000020,All Cancer Types,d,113,,109,
2014Q1,S08000022,,S08000022,Breast,,317,,297,
2014Q1,S08000022,,S08000022,Cervical,,252,,203,
2014Q1,S08000022,,S08000022,Colorectal,,135,,88,
2014Q1,S08000022,,S08000022,Head & Neck,,252,,240,
2014Q1,S08000022,,S08000022,Lung,,211,,211,
2014Q1,S08000022,,S08000022,Lymphoma,,284,,279,
2014Q1,S08000022,,S08000022,Melanoma,,48,,45,
2014Q1,S08000022,,S08000022,Ovarian,,113,,2,
2014Q1,S08000022,,S08000022,Upper GI,,39,,3,
2014Q1,S08000022,,S08000022,Urological,,81,,24,
2014Q1,S08000022,,S08000022,All Cancer Types,d,84,,61,
2014Q1,S08000022,,S08000024,Ovarian,,1,,2,
2014Q1,S08000022,,S08000024,All Cancer Types,d,1,,2,
2014Q1,S08000022,,S08000028,Urological,,1,,2,
2014Q1,S08000022,,S08000028,All Cancer Types,d,1,,2,
2014Q1,S08000022,,S08000031,Colorectal,,1,,2,
2014Q1,S08000022,,S08000031,Head & Neck,,113,,109,
2014Q1,S08000022,,S08000031,All Cancer Types,d,203,,203,
2014Q1,S08000024,,S08000024,Breast,,57,,54,
2014Q1,S08000024,,S08000024,Cervical,,59,,56,
2014Q1,S08000024,,S08000024,Colorectal,,362,,337,
2014Q1,S08000024,,S08000024,Head & Neck,,48,,24,
2014Q1,S08000024,,S08000024,Lung,,327,,254,
2014Q1,S08000024,,S08000024,Lymphoma,,70,,56,
2014Q1,S08000024,,S08000024,Melanoma,,396,,388,
2014Q1,S08000024,,S08000024,Ovarian,,203,,109,
2014Q1,S08000024,,S08000024,Upper GI,,219,,217,
2014Q1,S08000024,,S08000024,Urological,,341,,325,
2014Q1,S08000024,,S08000024,All Cancer Types,d,268,,244,
2014Q1,S08000024,,S08000029,Breast,,203,,203,
2014Q1,S08000024,,S08000029,All Cancer Types,d,203,,203,
2014Q1,S08000025,,S08000020,Breast,,1,,2,
2014Q1,S08000025,,S08000020,Colorectal,,113,,109,
2014Q1,S08000025,,S08000020,Upper GI,,1,,2,
2014Q1,S08000025,,S08000020,All Cancer Types,d,252,,240,
2014Q1,S08000025,,S08000025,Colorectal,,1,,2,
2014Q1,S08000025,,S08000025,All Cancer Types,d,1,,2,
2014Q1,S08000026,,S08000020,Colorectal,,1,,1,
2014Q1,S08000026,,S08000020,Head & Neck,,1,,2,
2014Q1,S08000026,,S08000020,Lymphoma,,1,,2,
2014Q1,S08000026,,S08000020,Upper GI,,113,,2,
2014Q1,S08000026,,S08000020,All Cancer Types,d,284,,203,
2014Q1,S08000026,,S08000026,Colorectal,,203,,203,
2014Q1,S08000026,,S08000026,Lung,,1,,2,
2014Q1,S08000026,,S08000026,Ovarian,,1,,2,
2014Q1,S08000026,,S08000026,Upper GI,,1,,2,
2014Q1,S08000026,,S08000026,Urological,,252,,240,
2014Q1,S08000026,,S08000026,All Cancer Types,d,2,,3,
2014Q1,S08000028,,S08000022,Colorectal,,113,,109,
2014Q1,S08000028,,S08000022,Lung,,203,,109,
2014Q1,S08000028,,S08000022,Upper GI,,1,,2,
2014Q1,S08000028,,S08000022,Urological,,1,,2,
2014Q1,S08000028,,S08000022,All Cancer Types,d,340,,306,
2014Q1,S08000028,,S08000028,Lung,,203,,203,
2014Q1,S08000028,,S08000028,Melanoma,,1,,2,
2014Q1,S08000028,,S08000028,All Cancer Types,d,252,,240,
2014Q1,S08000028,,SB0801,Lung,,1,,2,
2014Q1,S08000028,,SB0801,All Cancer Types,d,1,,2,
2014Q1,S08000029,,S08000024,Cervical,,113,,2,
2014Q1,S08000029,,S08000024,Colorectal,,1,,2,
2014Q1,S08000029,,S08000024,Head & Neck,,1,,2,
2014Q1,S08000029,,S08000024,Lung,,102,,24,
2014Q1,S08000029,,S08000024,Ovarian,,1,,2,
2014Q1,S08000029,,S08000024,Upper GI,,203,,203,
2014Q1,S08000029,,S08000024,Urological,,113,,2,
2014Q1,S08000029,,S08000024,All Cancer Types,d,198,,110,
2014Q1,S08000029,,S08000029,Breast,,102,,99,
2014Q1,S08000029,,S08000029,Cervical,,203,,203,
2014Q1,S08000029,,S08000029,Colorectal,,211,,204,
2014Q1,S08000029,,S08000029,Head & Neck,,1,,2,
2014Q1,S08000029,,S08000029,Lung,,175,,153,
2014Q1,S08000029,,S08000029,Lymphoma,,316,,306,
2014Q1,S08000029,,S08000029,Melanoma,,1,,2,
2014Q1,S08000029,,S08000029,Ovarian,,203,,203,
2014Q1,S08000029,,S08000029,Upper GI,,124,,110,
2014Q1,S08000029,,S08000029,Urological,,240,,226,
2014Q1,S08000029,,S08000029,All Cancer Types,d,57,,47,
2014Q1,S08000029,,S08000030,Melanoma,,1,,2,
2014Q1,S08000029,,S08000030,All Cancer Types,d,1,,2,
2014Q1,S08000030,,S08000020,Lung,,1,,2,
2014Q1,S08000030,,S08000020,All Cancer Types,d,1,,2,
2014Q1,S08000030,,S08000024,Lung,,113,,1,
2014Q1,S08000030,,S08000024,All Cancer Types,d,113,,1,
2014Q1,S08000030,,S08000030,Breast,,310,,293,
2014Q1,S08000030,,S08000030,Cervical,,252,,240,
2014Q1,S08000030,,S08000030,Colorectal,,198,,161,
2014Q1,S08000030,,S08000030,Head & Neck,,316,,279,
2014Q1,S08000030,,S08000030,Lung,,243,,229,
2014Q1,S08000030,,S08000030,Melanoma,,368,,331,
2014Q1,S08000030,,S08000030,Ovarian,,113,,109,
2014Q1,S08000030,,S08000030,Upper GI,,219,,211,
2014Q1,S08000030,,S08000030,Urological,,233,,204,
2014Q1,S08000030,,S08000030,All Cancer Types,d,127,,103,
2014Q1,S08000031,,S08000019,Breast,,396,,388,
2014Q1,S08000031,,S08000019,All Cancer Types,d,396,,388,
2014Q1,S08000031,,S08000022,Lung,,1,,2,
2014Q1,S08000031,,S08000022,All Cancer Types,d,1,,2,
2014Q1,S08000031,,S08000024,Upper GI,,1,,1,
2014Q1,S08000031,,S08000024,All Cancer Types,d,1,,1,
2014Q1,S08000031,,S08000031,Breast,,112,,100,
2014Q1,S08000031,,S08000031,Cervical,,368,,369,
2014Q1,S08000031,,S08000031,Colorectal,,412,,389,
2014Q1,S08000031,,S08000031,Head & Neck,,233,,211,
2014Q1,S08000031,,S08000031,Lung,,37,,23,
2014Q1,S08000031,,S08000031,Lymphoma,,198,,187,
2014Q1,S08000031,,S08000031,Melanoma,,135,,132,
2014Q1,S08000031,,S08000031,Ovarian,,252,,240,
2014Q1,S08000031,,S08000031,Upper GI,,347,,302,
2014Q1,S08000031,,S08000031,Urological,,21,,392,
2014Q1,S08000031,,S08000031,All Cancer Types,d,344,,313,
2014Q1,S08000031,,S08000032,Breast,,2,,388,
2014Q1,S08000031,,S08000032,All Cancer Types,d,2,,388,
2014Q1,S08000031,,SB0801,Colorectal,,1,,2,
2014Q1,S08000031,,SB0801,Lung,,17,,388,
2014Q1,S08000031,,SB0801,All Cancer Types,d,29,,3,
2014Q1,S08000032,,S08000031,Cervical,,113,,109,
2014Q1,S08000032,,S08000031,Head & Neck,,252,,240,
2014Q1,S08000032,,S08000031,Lung,,102,,78,
2014Q1,S08000032,,S08000031,Melanoma,,203,,203,
2014Q1,S08000032,,S08000031,Ovarian,,203,,203,
2014Q1,S08000032,,S08000031,Upper GI,,316,,306,
2014Q1,S08000032,,S08000031,Urological,,203,,203,
2014Q1,S08000032,,S08000031,All Cancer Types,d,253,,234,
2014Q1,S08000032,,S08000032,Breast,,287,,280,
2014Q1,S08000032,,S08000032,Cervical,,113,,109,
2014Q1,S08000032,,S08000032,Colorectal,,269,,254,
2014Q1,S08000032,,S08000032,Head & Neck,,340,,331,
2014Q1,S08000032,,S08000032,Lung,,236,,231,
2014Q1,S08000032,,S08000032,Lymphoma,,340,,331,
2014Q1,S08000032,,S08000032,Melanoma,,70,,67,
2014Q1,S08000032,,S08000032,Ovarian,,1,,2,
2014Q1,S08000032,,S08000032,Upper GI,,91,,88,
2014Q1,S08000032,,S08000032,Urological,,223,,187,
2014Q1,S08000032,,S08000032,All Cancer Types,d,131,,120,
2014Q1,S08000032,,SB0801,Lung,,396,,369,
2014Q1,S08000032,,SB0801,All Cancer Types,d,396,,369,
2014Q1,S92000003,d,S08000015,Breast,,334,,322,
2014Q1,S92000003,d,S08000015,Cervical,,203,,203,
2014Q1,S92000003,d,S08000015,Colorectal,,223,,222,
2014Q1,S92000003,d,S08000015,Head & Neck,,340,,331,
2014Q1,S92000003,d,S08000015,Lung,,269,,258,
2014Q1,S92000003,d,S08000015,Lymphoma,,252,,240,
2014Q1,S92000003,d,S08000015,Melanoma,,284,,279,
2014Q1,S92000003,d,S08000015,Ovarian,,1,,2,
2014Q1,S92000003,d,S08000015,Upper GI,,114,,99,
2014Q1,S92000003,d,S08000015,Urological,,175,,153,
2014Q1,S92000003,d,S08000015,All Cancer Types,d,126,,119,
2014Q1,S92000003,d,S08000016,Breast,,252,,240,
2014Q1,S92000003,d,S08000016,Colorectal,,17,,14,
2014Q1,S92000003,d,S08000016,Lung,,316,,306,
2014Q1,S92000003,d,S08000016,Lymphoma,,203,,203,
2014Q1,S92000003,d,S08000016,Melanoma,,203,,203,
2014Q1,S92000003,d,S08000016,Ovarian,,252,,240,
2014Q1,S92000003,d,S08000016,Upper GI,,252,,240,
2014Q1,S92000003,d,S08000016,Urological,,368,,331,
2014Q1,S92000003,d,S08000016,All Cancer Types,d,263,,246,
2014Q1,S92000003,d,S08000017,Breast,,39,,34,
2014Q1,S92000003,d,S08000017,Cervical,,1,,2,
2014Q1,S92000003,d,S08000017,Colorectal,,2,,3,
2014Q1,S92000003,d,S08000017,Lung,,203,,203,
2014Q1,S92000003,d,S08000017,Lymphoma,,252,,240,
2014Q1,S92000003,d,S08000017,Melanoma,,252,,240,
2014Q1,S92000003,d,S08000017,Upper GI,,48,,45,
2014Q1,S92000003,d,S08000017,Urological,,48,,45,
2014Q1,S92000003,d,S08000017,All Cancer Types,d,326,,311,
2014Q1,S92000003,d,S08000019,Breast,,257,,243,
2014Q1,S92000003,d,S08000019,Cervical,,1,,2,
2014Q1,S92000003,d,S08000019,Colorectal,,166,,110,
2014Q1,S92000003,d,S08000019,Head & Neck,,203,,203,
2014Q1,S92000003,d,S08000019,Lung,,114,,110,
2014Q1,S92000003,d,S08000019,Lymphoma,,203,,203,
2014Q1,S92000003,d,S08000019,Melanoma,,252,,203,
2014Q1,S92000003,d,S08000019,Ovarian,,1,,1,
2014Q1,S92000003,d,S08000019,Upper GI,,2,,3,
2014Q1,S92000003,d,S08000019,Urological,,233,,187,
2014Q1,S92000003,d,S08000019,All Cancer Types,d,52,,33,
2014Q1,S92000003,d,S08000020,Breast,,369,,359,
2014Q1,S92000003,d,S08000020,Cervical,,316,,306,
2014Q1,S92000003,d,S08000020,Colorectal,,261,,217,
2014Q1,S92000003,d,S08000020,Head & Neck,,368,,240,
2014Q1,S92000003,d,S08000020,Lung,,335,,312,
2014Q1,S92000003,d,S08000020,Lymphoma,,368,,369,
2014Q1,S92000003,d,S08000020,Melanoma,,48,,3,
2014Q1,S92000003,d,S08000020,Ovarian,,252,,203,
2014Q1,S92000003,d,S08000020,Upper GI,,275,,254,
2014Q1,S92000003,d,S08000020,Urological,,223,,78,
2014Q1,S92000003,d,S08000020,All Cancer Types,d,212,,175,
2014Q1,S92000003,d,S08000022,Breast,,317,,297,
2014Q1,S92000003,d,S08000022,Cervical,,252,,203,
2014Q1,S92000003,d,S08000022,Colorectal,,156,,110,
2014Q1,S92000003,d,S08000022,Head & Neck,,252,,240,
2014Q1,S92000003,d,S08000022,Lung,,233,,226,
2014Q1,S92000003,d,S08000022,Lymphoma,,284,,279,
2014Q1,S92000003,d,S08000022,Melanoma,,48,,45,
2014Q1,S92000003,d,S08000022,Ovarian,,113,,2,
2014Q1,S92000003,d,S08000022,Upper GI,,48,,14,
2014Q1,S92000003,d,S08000022,Urological,,91,,34,
2014Q1,S92000003,d,S08000022,All Cancer Types,d,92,,69,
2014Q1,S92000003,d,S08000024,Breast,,57,,54,
2014Q1,S92000003,d,S08000024,Cervical,,91,,78,
2014Q1,S92000003,d,S08000024,Colorectal,,375,,354,
2014Q1,S92000003,d,S08000024,Head & Neck,,81,,56,
2014Q1,S92000003,d,S08000024,Lung,,414,,332,
2014Q1,S92000003,d,S08000024,Lymphoma,,70,,56,
2014Q1,S92000003,d,S08000024,Melanoma,,2,,3,
2014Q1,S92000003,d,S08000024,Ovarian,,316,,279,
2014Q1,S92000003,d,S08000024,Upper GI,,263,,246,
2014Q1,S92000003,d,S08000024,Urological,,363,,337,
