"MonthEnding","HBT","DiagnosticTestType","DiagnosticTestDescription","NumberOnList","NumberOnListQF","NumberWaitingOverFourWeeks","NumberWaitingOverFourWeeksQF","NumberWaitingOverSixWeeks","NumberWaitingOverSixWeeksQF"
"20080630","S08000016","Imaging","Barium Studies",23,"",0,"",0,""
"20080731","S08000016","Imaging","Barium Studies",25,"",1,"",0,""
"20080831","S08000016","Imaging","Barium Studies",27,"",1,"",0,""
"20080930","S08000016","Imaging","Barium Studies",14,"",2,"",0,""
"20081031","S08000016","Imaging","Barium Studies",13,"",1,"",0,""
"20081130","S08000016","Imaging","Barium Studies",13,"",0,"",0,""
"20081231","S08000016","Imaging","Barium Studies",17,"",0,"",0,""
"20090131","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20090228","S08000016","Imaging","Barium Studies",22,"",0,"",0,""
"20090331","S08000016","Imaging","Barium Studies",14,"",0,"",0,""
"20090430","S08000016","Imaging","Barium Studies",19,"",0,"",0,""
"20090531","S08000016","Imaging","Barium Studies",21,"",0,"",0,""
"20090630","S08000016","Imaging","Barium Studies",19,"",0,"",0,""
"20090731","S08000016","Imaging","Barium Studies",23,"",0,"",0,""
"20090831","S08000016","Imaging","Barium Studies",32,"",0,"",0,""
"20090930","S08000016","Imaging","Barium Studies",18,"",0,"",0,""
"20091031","S08000016","Imaging","Barium Studies",17,"",0,"",0,""
"20091130","S08000016","Imaging","Barium Studies",17,"",0,"",0,""
"20091231","S08000016","Imaging","Barium Studies",15,"",0,"",0,""
"20100131","S08000016","Imaging","Barium Studies",19,"",0,"",0,""
"20100228","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20100331","S08000016","Imaging","Barium Studies",22,"",0,"",0,""
"20100430","S08000016","Imaging","Barium Studies",18,"",0,"",0,""
"20100531","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20100630","S08000016","Imaging","Barium Studies",25,"",3,"",0,""
"20100731","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20100831","S08000016","Imaging","Barium Studies",13,"",0,"",0,""
"20100930","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20101031","S08000016","Imaging","Barium Studies",15,"",0,"",0,""
"20101130","S08000016","Imaging","Barium Studies",1,"",0,"",0,""
"20101231","S08000016","Imaging","Barium Studies",3,"",0,"",0,""
"20110131","S08000016","Imaging","Barium Studies",21,"",0,"",0,""
"20110228","S08000016","Imaging","Barium Studies",26,"",0,"",0,""
"20110331","S08000016","Imaging","Barium Studies",3,"",0,"",0,""
"20110430","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20110531","S08000016","Imaging","Barium Studies",5,"",0,"",0,""
"20110630","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20110731","S08000016","Imaging","Barium Studies",6,"",0,"",0,""
"20110831","S08000016","Imaging","Barium Studies",10,"",0,"",0,""
"20110930","S08000016","Imaging","Barium Studies",24,"",0,"",0,""
"20111031","S08000016","Imaging","Barium Studies",39,"",0,"",0,""
"20111130","S08000016","Imaging","Barium Studies",19,"",0,"",0,""
"20111231","S08000016","Imaging","Barium Studies",18,"",0,"",0,""
"20120131","S08000016","Imaging","Barium Studies",22,"",0,"",0,""
"20120229","S08000016","Imaging","Barium Studies",10,"",0,"",0,""
"20120331","S08000016","Imaging","Barium Studies",36,"",0,"",0,""
"20120430","S08000016","Imaging","Barium Studies",17,"",0,"",0,""
"20120531","S08000016","Imaging","Barium Studies",16,"",0,"",0,""
"20120630","S08000016","Imaging","Barium Studies",17,"",0,"",0,""
"20120731","S08000016","Imaging","Barium Studies",6,"",0,"",0,""
"20120831","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20120930","S08000016","Imaging","Barium Studies",14,"",0,"",0,""
"20121031","S08000016","Imaging","Barium Studies",18,"",0,"",0,""
"20121130","S08000016","Imaging","Barium Studies",8,"",0,"",0,""
"20121231","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20130131","S08000016","Imaging","Barium Studies",2,"",0,"",0,""
"20130228","S08000016","Imaging","Barium Studies",1,"",0,"",0,""
"20130331","S08000016","Imaging","Barium Studies",3,"",0,"",0,""
"20130430","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20130531","S08000016","Imaging","Barium Studies",2,"",0,"",0,""
"20130630","S08000016","Imaging","Barium Studies",18,"",0,"",0,""
"20130731","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20130831","S08000016","Imaging","Barium Studies",9,"",0,"",0,""
"20130930","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20131031","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20131130","S08000016","Imaging","Barium Studies",3,"",0,"",0,""
"20131231","S08000016","Imaging","Barium Studies",20,"",8,"",0,""
"20140131","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20140228","S08000016","Imaging","Barium Studies",8,"",0,"",0,""
"20140331","S08000016","Imaging","Barium Studies",13,"",0,"",0,""
"20140430","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20140531","S08000016","Imaging","Barium Studies",8,"",0,"",0,""
"20140630","S08000016","Imaging","Barium Studies",4,"",0,"",0,""
"20140731","S08000016","Imaging","Barium Studies",3,"",0,"",0,""
"20140831","S08000016","Imaging","Barium Studies",306,"",1,"",0,""
"20140930","S08000016","Imaging","Barium Studies",8,"",0,"",0,""
"20141031","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20141130","S08000016","Imaging","Barium Studies",9,"",0,"",0,""
"20141231","S08000016","Imaging","Barium Studies",5,"",0,"",0,""
"20150131","S08000016","Imaging","Barium Studies",3,"",0,"",0,""
"20150228","S08000016","Imaging","Barium Studies",8,"",0,"",0,""
"20150331","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20150430","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20150531","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20150630","S08000016","Imaging","Barium Studies",7,"",1,"",0,""
"20150731","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20150831","S08000016","Imaging","Barium Studies",4,"",0,"",0,""
"20150930","S08000016","Imaging","Barium Studies",9,"",0,"",0,""
"20151031","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20151130","S08000016","Imaging","Barium Studies",24,"",2,"",0,""
"20151231","S08000016","Imaging","Barium Studies",9,"",0,"",0,""
"20160131","S08000016","Imaging","Barium Studies",21,"",8,"",5,""
"20160229","S08000016","Imaging","Barium Studies",9,"",0,"",0,""
"20160331","S08000016","Imaging","Barium Studies",5,"",0,"",0,""
"20160430","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20160531","S08000016","Imaging","Barium Studies",4,"",0,"",0,""
"20160630","S08000016","Imaging","Barium Studies",0,"",0,"",0,""
"20160731","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20160831","S08000016","Imaging","Barium Studies",13,"",0,"",0,""
"20160930","S08000016","Imaging","Barium Studies",4,"",0,"",0,""
"20161031","S08000016","Imaging","Barium Studies",7,"",0,"",0,""
"20161130","S08000016","Imaging","Barium Studies",23,"",3,"",0,""
"20161231","S08000016","Imaging","Barium Studies",4,"",0,"",0,""
"20170131","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20170228","S08000016","Imaging","Barium Studies",3,"",0,"",0,""
"20170331","S08000016","Imaging","Barium Studies",11,"",0,"",0,""
"20170430","S08000016","Imaging","Barium Studies",6,"",0,"",0,""
"20170531","S08000016","Imaging","Barium Studies",17,"",0,"",0,""
"20170630","S08000016","Imaging","Barium Studies",14,"",0,"",0,""
"20170731","S08000016","Imaging","Barium Studies",15,"",3,"",0,""
"20170831","S08000016","Imaging","Barium Studies",17,"",2,"",0,""
"20170930","S08000016","Imaging","Barium Studies",23,"",8,"",0,""
"20171031","S08000016","Imaging","Barium Studies",20,"",5,"",0,""
"20171130","S08000016","Imaging","Barium Studies",11,"",1,"",0,""
"20171231","S08000016","Imaging","Barium Studies",17,"",3,"",0,""
"20180131","S08000016","Imaging","Barium Studies",18,"",10,"",9,""
"20180228","S08000016","Imaging","Barium Studies",18,"",8,"",1,""
"20180331","S08000016","Imaging","Barium Studies",19,"",9,"",2,""
"20180430","S08000016","Imaging","Barium Studies",32,"",16,"",12,""
"20180531","S08000016","Imaging","Barium Studies",22,"",10,"",3,""
"20180630","S08000016","Imaging","Barium Studies",23,"",9,"",6,""
"20180731","S08000016","Imaging","Barium Studies",14,"",0,"",0,""
"20180831","S08000016","Imaging","Barium Studies",17,"",4,"",0,""
"20180930","S08000016","Imaging","Barium Studies",19,"",0,"",0,""
"20181031","S08000016","Imaging","Barium Studies",43,"",19,"",8,""
"20181130","S08000016","Imaging","Barium Studies",38,"",23,"",11,""
"20181231","S08000016","Imaging","Barium Studies",19,"",4,"",3,""
"20190131","S08000016","Imaging","Barium Studies",23,"",6,"",2,""
"20190228","S08000016","Imaging","Barium Studies",21,"",7,"",1,""
"20190331","S08000016","Imaging","Barium Studies",12,"",5,"",4,""
"20190430","S08000016","Imaging","Barium Studies",7,"",1,"",0,""
"20190531","S08000016","Imaging","Barium Studies",1,"",0,"",0,""
"20190630","S08000016","Imaging","Barium Studies",6,"",1,"",1,""
"20190731","S08000016","Imaging","Barium Studies",7,"",1,"",1,""
"20190831","S08000016","Imaging","Barium Studies",15,"",2,"",1,""
"20190930","S08000016","Imaging","Barium Studies",2,"",0,"",0,""
"20191031","S08000016","Imaging","Barium Studies",15,"",2,"",0,""
"20191130","S08000016","Imaging","Barium Studies",13,"",1,"",0,""
"20191231","S08000016","Imaging","Barium Studies",24,"",7,"",2,""
"20200131","S08000016","Imaging","Barium Studies",16,"",3,"",2,""
"20200229","S08000016","Imaging","Barium Studies",17,"",10,"",2,""
"20200331","S08000016","Imaging","Barium Studies",0,"",0,"",0,""
"20200430","S08000016","Imaging","Barium Studies",0,"",0,"",0,""
"20200531","S08000016","Imaging","Barium Studies",27,"",17,"",17,""
"20200630","S08000016","Imaging","Barium Studies",30,"",23,"",19,""
"20200731","S08000016","Imaging","Barium Studies",29,"",19,"",14,""
"20200831","S08000016","Imaging","Barium Studies",35,"",28,"",24,""
"20200930","S08000016","Imaging","Barium Studies",35,"",18,"",17,""
"20201031","S08000016","Imaging","Barium Studies",33,"",19,"",12,""
"20201130","S08000016","Imaging","Barium Studies",17,"",9,"",6,""
"20201231","S08000016","Imaging","Barium Studies",9,"",3,"",2,""
"20210131","S08000016","Imaging","Barium Studies",10,"",0,"",0,""
"20210228","S08000016","Imaging","Barium Studies",6,"",2,"",0,""
"20210331","S08000016","Imaging","Barium Studies",2,"",0,"",0,""
"20210430","S08000016","Imaging","Barium Studies",12,"",0,"",0,""
"20210531","S08000016","Imaging","Barium Studies",10,"",2,"",0,""
"20210630","S08000016","Imaging","Barium Studies",15,"",5,"",2,""
"20210731","S08000016","Imaging","Barium Studies",15,"",4,"",0,""
"20210831","S08000016","Imaging","Barium Studies",24,"",12,"",7,""
"20210930","S08000016","Imaging","Barium Studies",14,"",4,"",3,""
"20070930","S08000016","Imaging","Computer Tomography",0,"",0,"",0,""
"20071231","S08000016","Imaging","Computer Tomography",20,"",8,"",0,""
"20080131","S08000016","Imaging","Computer Tomography",112,"",101,"",44,""
"20080229","S08000016","Imaging","Computer Tomography",67,"",31,"",0,""
"20080331","S08000016","Imaging","Computer Tomography",102,"",6,"",3,""
"20080430","S08000016","Imaging","Computer Tomography",236,"",13,"",0,""
"20080531","S08000016","Imaging","Computer Tomography",296,"",7,"",0,""
"20080630","S08000016","Imaging","Computer Tomography",194,"",55,"",13,""
"20080731","S08000016","Imaging","Computer Tomography",157,"",12,"",1,""
"20080831","S08000016","Imaging","Computer Tomography",158,"",4,"",0,""
"20080930","S08000016","Imaging","Computer Tomography",193,"",15,"",0,""
"20081031","S08000016","Imaging","Computer Tomography",164,"",15,"",0,""
"20081130","S08000016","Imaging","Computer Tomography",190,"",6,"",0,""
"20081231","S08000016","Imaging","Computer Tomography",135,"",32,"",2,""
"20090131","S08000016","Imaging","Computer Tomography",174,"",8,"",0,""
"20090228","S08000016","Imaging","Computer Tomography",176,"",2,"",0,""
"20090331","S08000016","Imaging","Computer Tomography",228,"",0,"",0,""
"20090430","S08000016","Imaging","Computer Tomography",179,"",0,"",0,""
"20090531","S08000016","Imaging","Computer Tomography",154,"",0,"",0,""
"20090630","S08000016","Imaging","Computer Tomography",160,"",0,"",0,""
"20090731","S08000016","Imaging","Computer Tomography",155,"",0,"",0,""
"20090831","S08000016","Imaging","Computer Tomography",124,"",0,"",0,""
"20090930","S08000016","Imaging","Computer Tomography",118,"",0,"",0,""
"20091031","S08000016","Imaging","Computer Tomography",104,"",0,"",0,""
"20091130","S08000016","Imaging","Computer Tomography",80,"",0,"",0,""
"20091231","S08000016","Imaging","Computer Tomography",63,"",0,"",0,""
"20100131","S08000016","Imaging","Computer Tomography",88,"",0,"",0,""
"20100228","S08000016","Imaging","Computer Tomography",131,"",0,"",0,""
"20100331","S08000016","Imaging","Computer Tomography",125,"",0,"",0,""
"20100430","S08000016","Imaging","Computer Tomography",124,"",0,"",0,""
"20100531","S08000016","Imaging","Computer Tomography",148,"",0,"",0,""
"20100630","S08000016","Imaging","Computer Tomography",137,"",0,"",0,""
"20100731","S08000016","Imaging","Computer Tomography",113,"",0,"",0,""
"20100831","S08000016","Imaging","Computer Tomography",104,"",0,"",0,""
"20100930","S08000016","Imaging","Computer Tomography",165,"",0,"",0,""
"20101031","S08000016","Imaging","Computer Tomography",116,"",0,"",0,""
"20101130","S08000016","Imaging","Computer Tomography",58,"",0,"",0,""
"20101231","S08000016","Imaging","Computer Tomography",94,"",0,"",0,""
"20110131","S08000016","Imaging","Computer Tomography",90,"",0,"",0,""
"20110228","S08000016","Imaging","Computer Tomography",53,"",0,"",0,""
"20110331","S08000016","Imaging","Computer Tomography",158,"",0,"",0,""
"20110430","S08000016","Imaging","Computer Tomography",115,"",0,"",0,""
"20110531","S08000016","Imaging","Computer Tomography",112,"",0,"",0,""
"20110630","S08000016","Imaging","Computer Tomography",101,"",0,"",0,""
"20110731","S08000016","Imaging","Computer Tomography",76,"",0,"",0,""
"20110831","S08000016","Imaging","Computer Tomography",110,"",0,"",0,""
"20110930","S08000016","Imaging","Computer Tomography",87,"",0,"",0,""
"20111031","S08000016","Imaging","Computer Tomography",81,"",0,"",0,""
"20111130","S08000016","Imaging","Computer Tomography",126,"",0,"",0,""
"20111231","S08000016","Imaging","Computer Tomography",123,"",0,"",0,""
"20120131","S08000016","Imaging","Computer Tomography",166,"",0,"",0,""
"20120229","S08000016","Imaging","Computer Tomography",202,"",0,"",0,""
"20120331","S08000016","Imaging","Computer Tomography",175,"",0,"",0,""
"20120430","S08000016","Imaging","Computer Tomography",153,"",0,"",0,""
"20120531","S08000016","Imaging","Computer Tomography",128,"",2,"",0,""
"20120630","S08000016","Imaging","Computer Tomography",136,"",0,"",0,""
"20120731","S08000016","Imaging","Computer Tomography",109,"",0,"",0,""
"20120831","S08000016","Imaging","Computer Tomography",112,"",0,"",0,""
"20120930","S08000016","Imaging","Computer Tomography",153,"",0,"",0,""
"20121031","S08000016","Imaging","Computer Tomography",105,"",0,"",0,""
"20121130","S08000016","Imaging","Computer Tomography",81,"",0,"",0,""
"20121231","S08000016","Imaging","Computer Tomography",104,"",5,"",0,""
"20130131","S08000016","Imaging","Computer Tomography",148,"",6,"",2,""
"20130228","S08000016","Imaging","Computer Tomography",188,"",3,"",1,""
"20130331","S08000016","Imaging","Computer Tomography",170,"",7,"",0,""
"20130430","S08000016","Imaging","Computer Tomography",183,"",0,"",0,""
"20130531","S08000016","Imaging","Computer Tomography",211,"",0,"",0,""
"20130630","S08000016","Imaging","Computer Tomography",131,"",5,"",0,""
"20130731","S08000016","Imaging","Computer Tomography",116,"",0,"",0,""
"20130831","S08000016","Imaging","Computer Tomography",135,"",0,"",0,""
"20130930","S08000016","Imaging","Computer Tomography",226,"",0,"",0,""
"20131031","S08000016","Imaging","Computer Tomography",180,"",1,"",1,""
"20131130","S08000016","Imaging","Computer Tomography",105,"",0,"",0,""
"20131231","S08000016","Imaging","Computer Tomography",115,"",0,"",0,""
"20140131","S08000016","Imaging","Computer Tomography",190,"",0,"",0,""
"20140228","S08000016","Imaging","Computer Tomography",91,"",0,"",0,""
"20140331","S08000016","Imaging","Computer Tomography",115,"",0,"",0,""
"20140430","S08000016","Imaging","Computer Tomography",110,"",0,"",0,""
"20140531","S08000016","Imaging","Computer Tomography",79,"",0,"",0,""
"20140630","S08000016","Imaging","Computer Tomography",60,"",0,"",0,""
"20140731","S08000016","Imaging","Computer Tomography",134,"",0,"",0,""
"20140831","S08000016","Imaging","Computer Tomography",7,"",0,"",0,""
"20140930","S08000016","Imaging","Computer Tomography",201,"",0,"",0,""
"20141031","S08000016","Imaging","Computer Tomography",157,"",20,"",1,""
"20141130","S08000016","Imaging","Computer Tomography",174,"",0,"",0,""
"20141231","S08000016","Imaging","Computer Tomography",153,"",0,"",0,""
"20150131","S08000016","Imaging","Computer Tomography",158,"",0,"",0,""
"20150228","S08000016","Imaging","Computer Tomography",234,"",3,"",0,""
"20150331","S08000016","Imaging","Computer Tomography",241,"",0,"",0,""
"20150430","S08000016","Imaging","Computer Tomography",241,"",0,"",0,""
"20150531","S08000016","Imaging","Computer Tomography",222,"",3,"",0,""
"20150630","S08000016","Imaging","Computer Tomography",209,"",3,"",0,""
"20150731","S08000016","Imaging","Computer Tomography",360,"",105,"",38,""
"20150831","S08000016","Imaging","Computer Tomography",294,"",0,"",0,""
"20150930","S08000016","Imaging","Computer Tomography",247,"",9,"",0,""
"20151031","S08000016","Imaging","Computer Tomography",272,"",27,"",0,""
"20151130","S08000016","Imaging","Computer Tomography",277,"",18,"",0,""
"20151231","S08000016","Imaging","Computer Tomography",250,"",23,"",0,""
"20160131","S08000016","Imaging","Computer Tomography",253,"",5,"",1,""
"20160229","S08000016","Imaging","Computer Tomography",268,"",8,"",0,""
"20160331","S08000016","Imaging","Computer Tomography",358,"",50,"",1,""
"20160430","S08000016","Imaging","Computer Tomography",381,"",86,"",8,""
"20160531","S08000016","Imaging","Computer Tomography",372,"",81,"",19,""
"20160630","S08000016","Imaging","Computer Tomography",222,"",8,"",0,""
"20160731","S08000016","Imaging","Computer Tomography",195,"",25,"",0,""
"20160831","S08000016","Imaging","Computer Tomography",209,"",0,"",0,""
"20160930","S08000016","Imaging","Computer Tomography",320,"",14,"",0,""
"20161031","S08000016","Imaging","Computer Tomography",289,"",33,"",0,""
"20161130","S08000016","Imaging","Computer Tomography",266,"",5,"",0,""
"20161231","S08000016","Imaging","Computer Tomography",238,"",8,"",0,""
"20170131","S08000016","Imaging","Computer Tomography",244,"",2,"",0,""
"20170228","S08000016","Imaging","Computer Tomography",270,"",25,"",0,""
"20170331","S08000016","Imaging","Computer Tomography",300,"",34,"",0,""
"20170430","S08000016","Imaging","Computer Tomography",263,"",52,"",4,""
"20170531","S08000016","Imaging","Computer Tomography",227,"",0,"",0,""
"20170630","S08000016","Imaging","Computer Tomography",241,"",13,"",0,""
"20170731","S08000016","Imaging","Computer Tomography",249,"",30,"",1,""
"20170831","S08000016","Imaging","Computer Tomography",306,"",33,"",1,""
"20170930","S08000016","Imaging","Computer Tomography",369,"",97,"",16,""
"20171031","S08000016","Imaging","Computer Tomography",334,"",103,"",37,""
"20171130","S08000016","Imaging","Computer Tomography",329,"",54,"",11,""
"20171231","S08000016","Imaging","Computer Tomography",277,"",51,"",4,""
"20180131","S08000016","Imaging","Computer Tomography",259,"",21,"",4,""
"20180228","S08000016","Imaging","Computer Tomography",286,"",54,"",11,""
"20180331","S08000016","Imaging","Computer Tomography",367,"",96,"",43,""
"20180430","S08000016","Imaging","Computer Tomography",368,"",139,"",70,""
"20180531","S08000016","Imaging","Computer Tomography",383,"",124,"",63,""
"20180630","S08000016","Imaging","Computer Tomography",410,"",147,"",63,""
"20180731","S08000016","Imaging","Computer Tomography",408,"",174,"",115,""
"20180831","S08000016","Imaging","Computer Tomography",367,"",102,"",72,""
"20180930","S08000016","Imaging","Computer Tomography",338,"",143,"",81,""
"20181031","S08000016","Imaging","Computer Tomography",364,"",114,"",69,""
"20181130","S08000016","Imaging","Computer Tomography",443,"",216,"",141,""
"20181231","S08000016","Imaging","Computer Tomography",446,"",245,"",187,""
"20190131","S08000016","Imaging","Computer Tomography",408,"",115,"",68,""
"20190228","S08000016","Imaging","Computer Tomography",318,"",10,"",4,""
"20190331","S08000016","Imaging","Computer Tomography",278,"",28,"",3,""
"20190430","S08000016","Imaging","Computer Tomography",328,"",53,"",12,""
